Utbildningsområde,Utbildningsnamn,YH-poäng,Anordnare,Kommun 1,Kommun 2,Kommun 3,Kommun 4,Kommun 5,Kommun 6,Platser med start 2020,Platser med start 2021,Utbildningsnummer,Källa,Sheet,Definitioner och förklaringar,Kommun 7,Kommun 8,Kommun 9,Kommun 10,Platser med start och avslut 2020,Diarienummer,Beslut,Anordnare namn,Antal beviljade platser 2023,Antal beviljade platser 2024,Totalt antal beviljade platser,Kommun,Län,FA-region,Antal kommuner,Antal län,Antal FA-regioner,Sökt utbildningsområde,Sökt antal platser 2023,Sökt antal platser 2024,Sökt antal platser 2024 (start och avslut 2024),Sökt antal platser 2025,Sökt antal platser 2026,Sökt antal  platser 2021,Sökt antal platser 2022,Antal beviljade platser 2022,Antal beviljade platser start 2024,Antal beviljade platser start och slut 2024,Antal beviljade platser start 2025,Antal beviljade platser 2021
,Ekonomi och lönsamhet i hållbara fastigheter,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1415,,,,,,Kalmar,Kalmar,Kalmar,5.0,4.0,4.0,,,,,,,,,,,,,
,Ekonomi och lönsamhet i hållbara fastigheter,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1415,,,,,,Jönköping,Jönköping,Jönköping,5.0,4.0,4.0,,,,,,,,,,,,,
,Ekonomi och lönsamhet i hållbara fastigheter,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1415,,,,,,Norrköping,Östergötland,Linköping-Norrköping,5.0,4.0,4.0,,,,,,,,,,,,,
,Ekonomi och lönsamhet i hållbara fastigheter,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1415,,,,,,Gävle,Gävleborg,Gävle,5.0,4.0,4.0,,,,,,,,,,,,,
,Ekonomi och lönsamhet i hållbara fastigheter,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1415,,,,,,Vaggeryd,Jönköping,Jönköping,5.0,4.0,4.0,,,,,,,,,,,,,
,Lagar och regler inom energi och fastigheter,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1416,,,,,,Kalmar,Kalmar,Kalmar,5.0,4.0,4.0,,,,,,,,,,,,,
,Lagar och regler inom energi och fastigheter,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1416,,,,,,Jönköping,Jönköping,Jönköping,5.0,4.0,4.0,,,,,,,,,,,,,
,Lagar och regler inom energi och fastigheter,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1416,,,,,,Norrköping,Östergötland,Linköping-Norrköping,5.0,4.0,4.0,,,,,,,,,,,,,
,Lagar och regler inom energi och fastigheter,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1416,,,,,,Umeå,Västerbotten,Umeå,5.0,4.0,4.0,,,,,,,,,,,,,
,Lagar och regler inom energi och fastigheter,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1416,,,,,,Vaggeryd,Jönköping,Jönköping,5.0,4.0,4.0,,,,,,,,,,,,,
,Automation och AI inom redovising,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1417,,,,,,Stockholm,Stockholm,Stockholm,5.0,4.0,3.0,,,,,,,,,,,,,
,Automation och AI inom redovising,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1417,,,,,,Malmö,Skåne,Malmö-Lund,5.0,4.0,3.0,,,,,,,,,,,,,
,Automation och AI inom redovising,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1417,,,,,,Eslöv,Skåne,Malmö-Lund,5.0,4.0,3.0,,,,,,,,,,,,,
,Automation och AI inom redovising,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1417,,,,,,Ljungby,Kronoberg,Ljungby,5.0,4.0,3.0,,,,,,,,,,,,,
,Automation och AI inom redovising,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1417,,,,,,Uppsala,Uppsala,Stockholm,5.0,4.0,3.0,,,,,,,,,,,,,
,Arbetsmiljörevision och uppföljning,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1418,,,,,,Stockholm,Stockholm,Stockholm,5.0,5.0,4.0,,,,,,,,,,,,,
,Arbetsmiljörevision och uppföljning,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1418,,,,,,Göteborg,Västra Götaland,Göteborg,5.0,5.0,4.0,,,,,,,,,,,,,
,Arbetsmiljörevision och uppföljning,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1418,,,,,,Varberg,Halland,Göteborg,5.0,5.0,4.0,,,,,,,,,,,,,
,Arbetsmiljörevision och uppföljning,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1418,,,,,,Karlstad,Värmland,Karlstad,5.0,5.0,4.0,,,,,,,,,,,,,
,Arbetsmiljörevision och uppföljning,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1418,,,,,,Lund,Skåne,Malmö-Lund,5.0,5.0,4.0,,,,,,,,,,,,,
,Cirkulär ekonomi och återvinning inom logistik,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1419,,,,,,Kristianstad,Skåne,Kristianstad-Hässleholm,5.0,5.0,5.0,,,,,,,,,,,,,
,Cirkulär ekonomi och återvinning inom logistik,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1419,,,,,,Göteborg,Västra Götaland,Göteborg,5.0,5.0,5.0,,,,,,,,,,,,,
,Cirkulär ekonomi och återvinning inom logistik,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1419,,,,,,Jönköping,Jönköping,Jönköping,5.0,5.0,5.0,,,,,,,,,,,,,
,Cirkulär ekonomi och återvinning inom logistik,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1419,,,,,,Örebro,Örebro,Örebro,5.0,5.0,5.0,,,,,,,,,,,,,
,Cirkulär ekonomi och återvinning inom logistik,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1419,,,,,,Uppsala,Uppsala,Stockholm,5.0,5.0,5.0,,,,,,,,,,,,,
,Grön gastronomi för kockar och kökschefer,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1424,,,,,,Gotland,Gotland,Gotland,3.0,3.0,3.0,,,,,,,,,,,,,
,Grön gastronomi för kockar och kökschefer,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1424,,,,,,Rättvik,Dalarna,Falun-Borlänge,3.0,3.0,3.0,,,,,,,,,,,,,
,Grön gastronomi för kockar och kökschefer,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1424,,,,,,Solna,Stockholm,Stockholm,3.0,3.0,3.0,,,,,,,,,,,,,
,Vård och behandling för barn och unga på anstalter och i ungdomsfängelser,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1427,,,,,,Sala,Västmanland,Västerås,3.0,3.0,3.0,,,,,,,,,,,,,
,Vård och behandling för barn och unga på anstalter och i ungdomsfängelser,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1427,,,,,,Gullspång,Västra Götaland,Skövde-Skara,3.0,3.0,3.0,,,,,,,,,,,,,
,Vård och behandling för barn och unga på anstalter och i ungdomsfängelser,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1427,,,,,,Heby,Uppsala,Stockholm,3.0,3.0,3.0,,,,,,,,,,,,,
,"Produktivitet, OEE och Power BI för cirkulär produktion.",,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1428,,,,,,Umeå,Västerbotten,Umeå,2.0,2.0,2.0,,,,,,,,,,,,,
,"Produktivitet, OEE och Power BI för cirkulär produktion.",,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1428,,,,,,Köping,Västmanland,Västerås,2.0,2.0,2.0,,,,,,,,,,,,,
,PLC och automatisering i den uppkopplade fabriken,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1430,,,,,,Trollhättan,Västra Götaland,Trollhättan-Vänersborg,2.0,2.0,2.0,,,,,,,,,,,,,
,PLC och automatisering i den uppkopplade fabriken,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1430,,,,,,Hallsberg,Örebro,Örebro,2.0,2.0,2.0,,,,,,,,,,,,,
,Avancerad cybersäkerhet,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1436,,,,,,Helsingborg,Skåne,Malmö-Lund,5.0,4.0,4.0,,,,,,,,,,,,,
,Avancerad cybersäkerhet,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1436,,,,,,Linköping,Östergötland,Linköping-Norrköping,5.0,4.0,4.0,,,,,,,,,,,,,
,Avancerad cybersäkerhet,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1436,,,,,,Jönköping,Jönköping,Jönköping,5.0,4.0,4.0,,,,,,,,,,,,,
,Avancerad cybersäkerhet,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1436,,,,,,Stockholm,Stockholm,Stockholm,5.0,4.0,4.0,,,,,,,,,,,,,
,Avancerad cybersäkerhet,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1436,,,,,,Tranås,Jönköping,Jönköping,5.0,4.0,4.0,,,,,,,,,,,,,
,VVS-projektering med BIM i Revit,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1448,,,,,,Lidköping,Västra Götaland,Lidköping-Götene,2.0,2.0,2.0,,,,,,,,,,,,,
,VVS-projektering med BIM i Revit,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1448,,,,,,Nyköping,Södermanland,Nyköping-Oxelösund,2.0,2.0,2.0,,,,,,,,,,,,,
,Styr- och övervakningssystem för VVS,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1458,,,,,,Lidköping,Västra Götaland,Lidköping-Götene,2.0,2.0,2.0,,,,,,,,,,,,,
,Styr- och övervakningssystem för VVS,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1458,,,,,,Nyköping,Södermanland,Nyköping-Oxelösund,2.0,2.0,2.0,,,,,,,,,,,,,
,Liftteknik,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1466,,,,,,Malung-Sälen,Dalarna,Malung-Sälen,2.0,1.0,2.0,,,,,,,,,,,,,
,Liftteknik,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1466,,,,,,Älvdalen,Dalarna,Mora,2.0,1.0,2.0,,,,,,,,,,,,,
,Ventilation Mätning/Injustering,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1489,,,,,,Malmö,Skåne,Malmö-Lund,3.0,3.0,3.0,,,,,,,,,,,,,
,Ventilation Mätning/Injustering,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1489,,,,,,Göteborg,Västra Götaland,Göteborg,3.0,3.0,3.0,,,,,,,,,,,,,
,Ventilation Mätning/Injustering,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1489,,,,,,Stockholm,Stockholm,Stockholm,3.0,3.0,3.0,,,,,,,,,,,,,
,Avancerad klimatberäkning i realtid för byggprojekt: Från teori till tillämpning,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1492,,,,,,Göteborg,Västra Götaland,Göteborg,3.0,3.0,3.0,,,,,,,,,,,,,
,Avancerad klimatberäkning i realtid för byggprojekt: Från teori till tillämpning,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1492,,,,,,Uppsala,Uppsala,Stockholm,3.0,3.0,3.0,,,,,,,,,,,,,
,Avancerad klimatberäkning i realtid för byggprojekt: Från teori till tillämpning,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1492,,,,,,Luleå,Norrbotten,Luleå,3.0,3.0,3.0,,,,,,,,,,,,,
,HMI och PLC-programmering,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1493,,,,,,Helsingborg,Skåne,Malmö-Lund,3.0,3.0,3.0,,,,,,,,,,,,,
,HMI och PLC-programmering,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1493,,,,,,Göteborg,Västra Götaland,Göteborg,3.0,3.0,3.0,,,,,,,,,,,,,
,HMI och PLC-programmering,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1493,,,,,,Eskilstuna,Södermanland,Eskilstuna,3.0,3.0,3.0,,,,,,,,,,,,,
,Klimatberäkning: Att jobba mot ett gränsvärde i tidiga skeden,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1494,,,,,,Stockholm,Stockholm,Stockholm,4.0,4.0,4.0,,,,,,,,,,,,,
,Klimatberäkning: Att jobba mot ett gränsvärde i tidiga skeden,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1494,,,,,,Göteborg,Västra Götaland,Göteborg,4.0,4.0,4.0,,,,,,,,,,,,,
,Klimatberäkning: Att jobba mot ett gränsvärde i tidiga skeden,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1494,,,,,,Örebro,Örebro,Örebro,4.0,4.0,4.0,,,,,,,,,,,,,
,Klimatberäkning: Att jobba mot ett gränsvärde i tidiga skeden,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1494,,,,,,Luleå,Norrbotten,Luleå,4.0,4.0,4.0,,,,,,,,,,,,,
,"Lågenergihus, effektivisering och hållbarhet",,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1495,,,,,,Stockholm,Stockholm,Stockholm,4.0,4.0,4.0,,,,,,,,,,,,,
,"Lågenergihus, effektivisering och hållbarhet",,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1495,,,,,,Göteborg,Västra Götaland,Göteborg,4.0,4.0,4.0,,,,,,,,,,,,,
,"Lågenergihus, effektivisering och hållbarhet",,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1495,,,,,,Jönköping,Jönköping,Jönköping,4.0,4.0,4.0,,,,,,,,,,,,,
,"Lågenergihus, effektivisering och hållbarhet",,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1495,,,,,,Örebro,Örebro,Örebro,4.0,4.0,4.0,,,,,,,,,,,,,
,Styr- och reglerteknik för värme och ventilation.,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1496,,,,,,Göteborg,Västra Götaland,Göteborg,3.0,3.0,3.0,,,,,,,,,,,,,
,Styr- och reglerteknik för värme och ventilation.,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1496,,,,,,Lund,Skåne,Malmö-Lund,3.0,3.0,3.0,,,,,,,,,,,,,
,Styr- och reglerteknik för värme och ventilation.,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1496,,,,,,Stockholm,Stockholm,Stockholm,3.0,3.0,3.0,,,,,,,,,,,,,
,Minska klimatpåverkan och kostnad i bygg- & anläggningsprojekt,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1497,,,,,,Stockholm,Stockholm,Stockholm,3.0,3.0,3.0,,,,,,,,,,,,,
,Minska klimatpåverkan och kostnad i bygg- & anläggningsprojekt,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1497,,,,,,Göteborg,Västra Götaland,Göteborg,3.0,3.0,3.0,,,,,,,,,,,,,
,Minska klimatpåverkan och kostnad i bygg- & anläggningsprojekt,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1497,,,,,,Luleå,Norrbotten,Luleå,3.0,3.0,3.0,,,,,,,,,,,,,
,Solenergi och Batterilagring,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1498,,,,,,Växjö,Kronoberg,Växjö,3.0,3.0,3.0,,,,,,,,,,,,,
,Solenergi och Batterilagring,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1498,,,,,,Göteborg,Västra Götaland,Göteborg,3.0,3.0,3.0,,,,,,,,,,,,,
,Solenergi och Batterilagring,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1498,,,,,,Eskilstuna,Södermanland,Eskilstuna,3.0,3.0,3.0,,,,,,,,,,,,,
,Beräkning och Finita element med Creo,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1504,,,,,,Ängelholm,Skåne,Malmö-Lund,3.0,3.0,3.0,,,,,,,,,,,,,
,Beräkning och Finita element med Creo,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1504,,,,,,Växjö,Kronoberg,Växjö,3.0,3.0,3.0,,,,,,,,,,,,,
,Beräkning och Finita element med Creo,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1504,,,,,,Göteborg,Västra Götaland,Göteborg,3.0,3.0,3.0,,,,,,,,,,,,,
,Funktionsnedsättningar,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1508,,,,,,Helsingborg,Skåne,Malmö-Lund,5.0,4.0,4.0,,,,,,,,,,,,,
,Funktionsnedsättningar,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1508,,,,,,Linköping,Östergötland,Linköping-Norrköping,5.0,4.0,4.0,,,,,,,,,,,,,
,Funktionsnedsättningar,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1508,,,,,,Jönköping,Jönköping,Jönköping,5.0,4.0,4.0,,,,,,,,,,,,,
,Funktionsnedsättningar,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1508,,,,,,Stockholm,Stockholm,Stockholm,5.0,4.0,4.0,,,,,,,,,,,,,
,Funktionsnedsättningar,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1508,,,,,,Tranås,Jönköping,Jönköping,5.0,4.0,4.0,,,,,,,,,,,,,
,Specialisering inom Munhälsa och Hållbar Tandvård,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1510,,,,,,Halmstad,Halland,Halmstad,3.0,3.0,3.0,,,,,,,,,,,,,
,Specialisering inom Munhälsa och Hållbar Tandvård,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1510,,,,,,Göteborg,Västra Götaland,Göteborg,3.0,3.0,3.0,,,,,,,,,,,,,
,Specialisering inom Munhälsa och Hållbar Tandvård,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1510,,,,,,Örebro,Örebro,Örebro,3.0,3.0,3.0,,,,,,,,,,,,,
,LCA och EPD för byggvaror: Från analys till certifiering,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1511,,,,,,Stockholm,Stockholm,Stockholm,5.0,5.0,5.0,,,,,,,,,,,,,
,LCA och EPD för byggvaror: Från analys till certifiering,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1511,,,,,,Göteborg,Västra Götaland,Göteborg,5.0,5.0,5.0,,,,,,,,,,,,,
,LCA och EPD för byggvaror: Från analys till certifiering,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1511,,,,,,Linköping,Östergötland,Linköping-Norrköping,5.0,5.0,5.0,,,,,,,,,,,,,
,LCA och EPD för byggvaror: Från analys till certifiering,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1511,,,,,,Luleå,Norrbotten,Luleå,5.0,5.0,5.0,,,,,,,,,,,,,
,LCA och EPD för byggvaror: Från analys till certifiering,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1511,,,,,,Falun,Dalarna,Falun-Borlänge,5.0,5.0,5.0,,,,,,,,,,,,,
,Tillsyn enligt PBL,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1512,,,,,,Helsingborg,Skåne,Malmö-Lund,2.0,2.0,2.0,,,,,,,,,,,,,
,Tillsyn enligt PBL,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1512,,,,,,Uppsala,Uppsala,Stockholm,2.0,2.0,2.0,,,,,,,,,,,,,
,Psykisk hälsa och suicidprevention,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1514,,,,,,Stockholm,Stockholm,Stockholm,5.0,5.0,5.0,,,,,,,,,,,,,
,Psykisk hälsa och suicidprevention,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1514,,,,,,Jönköping,Jönköping,Jönköping,5.0,5.0,5.0,,,,,,,,,,,,,
,Psykisk hälsa och suicidprevention,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1514,,,,,,Norrköping,Östergötland,Linköping-Norrköping,5.0,5.0,5.0,,,,,,,,,,,,,
,Psykisk hälsa och suicidprevention,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1514,,,,,,Umeå,Västerbotten,Umeå,5.0,5.0,5.0,,,,,,,,,,,,,
,Psykisk hälsa och suicidprevention,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1514,,,,,,Vingåker,Södermanland,Eskilstuna,5.0,5.0,5.0,,,,,,,,,,,,,
,3D-CAD Markarbete och anläggning,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1516,,,,,,Malmö,Skåne,Malmö-Lund,2.0,2.0,2.0,,,,,,,,,,,,,
,3D-CAD Markarbete och anläggning,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1516,,,,,,Stockholm,Stockholm,Stockholm,2.0,2.0,2.0,,,,,,,,,,,,,
,Mätteknisk datainsamling och modellhantering för BIM,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1517,,,,,,Malmö,Skåne,Malmö-Lund,2.0,2.0,2.0,,,,,,,,,,,,,
,Mätteknisk datainsamling och modellhantering för BIM,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1517,,,,,,Stockholm,Stockholm,Stockholm,2.0,2.0,2.0,,,,,,,,,,,,,
,Cybersäkerhet inom kritisk infrastruktur,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1519,,,,,,Göteborg,Västra Götaland,Göteborg,2.0,2.0,2.0,,,,,,,,,,,,,
,Cybersäkerhet inom kritisk infrastruktur,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1519,,,,,,Stockholm,Stockholm,Stockholm,2.0,2.0,2.0,,,,,,,,,,,,,
,Programmerbara styrsystem inom fastighetsteknik,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1522,,,,,,Göteborg,Västra Götaland,Göteborg,2.0,2.0,2.0,,,,,,,,,,,,,
